Branch Path,Variable,Scenario,Method,Units,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,DIFFERS_FROM_BAU
Transformation\Electricity Generation\Processes\Eskom IPP Renewables,Capacity Credit,Updated Utility Protection,Interp,Percent,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Transformation\Electricity Generation\Processes\Eskom IPP Renewables,Capital Cost,Updated BAU GHS,Interp,U.S. Dollar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Transformation\Electricity Generation\Processes\Eskom IPP Renewables,Capital Cost,Updated LMI GHS,Interp,U.S. Dollar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Transformation\Electricity Generation\Processes\Eskom IPP Renewables,Capital Cost,Updated Pro Solar,Interp,U.S. Dollar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Transformation\Electricity Generation\Processes\Eskom IPP Renewables,Capital Cost,Updated Utility Protection,Interp,U.S. Dollar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Transformation\Electricity Generation\Processes\Eskom IPP Renewables,Dispatch Rule,Updated BAU GHS,Interp,None,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,
Transformation\Electricity Generation\Processes\Eskom IPP Renewables,Dispatch Rule,Updated LMI GHS,Interp,None,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,
Transformation\Electricity Generation\Processes\Eskom IPP Renewables,Dispatch Rule,Updated Pro Solar,Interp,None,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,
Transformation\Electricity Generation\Processes\Eskom IPP Renewables,Dispatch Rule,Updated Utility Protection,Interp,None,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,
Transformation\Electricity Generation\Processes\Eskom IPP Renewables,Endogenous Capacity,Updated BAU GHS,Interp,Megawatt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Transformation\Electricity Generation\Processes\Eskom IPP Renewables,Endogenous Capacity,Updated LMI GHS,Interp,Megawatt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Transformation\Electricity Generation\Processes\Eskom IPP Renewables,Endogenous Capacity,Updated Pro Solar,Interp,Megawatt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Transformation\Electricity Generation\Processes\Eskom IPP Renewables,Endogenous Capacity,Updated Utility Protection,Interp,Megawatt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Transformation\Electricity Generation\Processes\Eskom IPP Renewables,Exogenous Capacity,Updated BAU GHS,Interp,Megawatt,0.77,0.8,0.75,0.85,1.61,1.71,1.62,1.62,1.62,1.62,1.62,1.62,1.62,1.62,1.62,1.62,1.62,1.62,1.62,1.62,1.62,1.62,1.62,1.62,1.62,1.62,1.62,1.62,1.62,1.62,1.62,1.62,1.62,
Transformation\Electricity Generation\Processes\Eskom IPP Renewables,Exogenous Capacity,Updated LMI GHS,Interp,Megawatt,0.77,0.8,0.75,0.85,1.61,1.71,1.62,1.62,1.62,1.62,1.62,1.62,1.62,1.62,1.62,1.62,1.62,1.62,1.62,1.62,1.62,1.62,1.62,1.62,1.62,1.62,1.62,1.62,1.62,1.62,1.62,1.62,1.62,
Transformation\Electricity Generation\Processes\Eskom IPP Renewables,Exogenous Capacity,Updated Pro Solar,Interp,Megawatt,0.77,0.8,0.75,0.85,1.61,1.71,1.62,1.62,1.62,1.62,1.62,1.62,1.62,1.62,1.62,1.62,1.62,1.62,1.62,1.62,1.62,1.62,1.62,1.62,1.62,1.62,1.62,1.62,1.62,1.62,1.62,1.62,1.62,
Transformation\Electricity Generation\Processes\Eskom IPP Renewables,Exogenous Capacity,Updated Utility Protection,Interp,Megawatt,0.77,0.8,0.75,0.85,1.61,1.71,1.62,1.62,1.62,1.62,1.62,1.62,1.62,1.62,1.62,1.62,1.62,1.62,1.62,1.62,1.62,1.62,1.62,1.62,1.62,1.62,1.62,1.62,1.62,1.62,1.62,1.62,1.62,
Transformation\Electricity Generation\Processes\Eskom IPP Renewables,First Simulation Year,Updated BAU GHS,Interp,Years,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,
Transformation\Electricity Generation\Processes\Eskom IPP Renewables,First Simulation Year,Updated LMI GHS,Interp,Years,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,
Transformation\Electricity Generation\Processes\Eskom IPP Renewables,First Simulation Year,Updated Pro Solar,Interp,Years,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,
Transformation\Electricity Generation\Processes\Eskom IPP Renewables,First Simulation Year,Updated Utility Protection,Interp,Years,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,
Transformation\Electricity Generation\Processes\Eskom IPP Renewables,Fixed OM Cost,Updated BAU GHS,Interp,South African Rand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Transformation\Electricity Generation\Processes\Eskom IPP Renewables,Fixed OM Cost,Updated LMI GHS,Interp,South African Rand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Transformation\Electricity Generation\Processes\Eskom IPP Renewables,Fixed OM Cost,Updated Pro Solar,Interp,South African Rand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Transformation\Electricity Generation\Processes\Eskom IPP Renewables,Fixed OM Cost,Updated Utility Protection,Interp,South African Rand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Transformation\Electricity Generation\Processes\Eskom IPP Renewables,Historical Production,Updated BAU GHS,Interp,Kilowatt-Hour,7339733.96,7403743.72,7090258.65,8960224.33,16682618.52,14288930.07,14288930.07,14288930.07,14288930.07,14288930.07,14288930.07,14288930.07,14288930.07,14288930.07,14288930.07,14288930.07,14288930.07,14288930.07,14288930.07,14288930.07,14288930.07,14288930.07,14288930.07,14288930.07,14288930.07,14288930.07,14288930.07,14288930.07,14288930.07,14288930.07,14288930.07,14288930.07,14288930.07,
Transformation\Electricity Generation\Processes\Eskom IPP Renewables,Historical Production,Updated LMI GHS,Interp,Kilowatt-Hour,7339733.96,7403743.72,7090258.65,8960224.33,16682618.52,14288930.07,14288930.07,14288930.07,14288930.07,14288930.07,14288930.07,14288930.07,14288930.07,14288930.07,14288930.07,14288930.07,14288930.07,14288930.07,14288930.07,14288930.07,14288930.07,14288930.07,14288930.07,14288930.07,14288930.07,14288930.07,14288930.07,14288930.07,14288930.07,14288930.07,14288930.07,14288930.07,14288930.07,
Transformation\Electricity Generation\Processes\Eskom IPP Renewables,Historical Production,Updated Pro Solar,Interp,Kilowatt-Hour,7339733.96,7403743.72,7090258.65,8960224.33,16682618.52,14288930.07,14288930.07,14288930.07,14288930.07,14288930.07,14288930.07,14288930.07,14288930.07,14288930.07,14288930.07,14288930.07,14288930.07,14288930.07,14288930.07,14288930.07,14288930.07,14288930.07,14288930.07,14288930.07,14288930.07,14288930.07,14288930.07,14288930.07,14288930.07,14288930.07,14288930.07,14288930.07,14288930.07,
Transformation\Electricity Generation\Processes\Eskom IPP Renewables,Historical Production,Updated Utility Protection,Interp,Kilowatt-Hour,7339733.96,7403743.72,7090258.65,8960224.33,16682618.52,14288930.07,14288930.07,14288930.07,14288930.07,14288930.07,14288930.07,14288930.07,14288930.07,14288930.07,14288930.07,14288930.07,14288930.07,14288930.07,14288930.07,14288930.07,14288930.07,14288930.07,14288930.07,14288930.07,14288930.07,14288930.07,14288930.07,14288930.07,14288930.07,14288930.07,14288930.07,14288930.07,14288930.07,
Transformation\Electricity Generation\Processes\Eskom IPP Renewables,Interest Rate,Updated BAU GHS,Interp,Percent,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,
Transformation\Electricity Generation\Processes\Eskom IPP Renewables,Interest Rate,Updated LMI GHS,Interp,Percent,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,
Transformation\Electricity Generation\Processes\Eskom IPP Renewables,Interest Rate,Updated Pro Solar,Interp,Percent,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,
Transformation\Electricity Generation\Processes\Eskom IPP Renewables,Interest Rate,Updated Utility Protection,Interp,Percent,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,
Transformation\Electricity Generation\Processes\Eskom IPP Renewables,Lifetime,Updated BAU GHS,Interp,Years,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,
Transformation\Electricity Generation\Processes\Eskom IPP Renewables,Lifetime,Updated LMI GHS,Interp,Years,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,
Transformation\Electricity Generation\Processes\Eskom IPP Renewables,Lifetime,Updated Pro Solar,Interp,Years,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,
Transformation\Electricity Generation\Processes\Eskom IPP Renewables,Lifetime,Updated Utility Protection,Interp,Years,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,
Transformation\Electricity Generation\Processes\Eskom IPP Renewables,Maximum Availability,Updated BAU GHS,Interp,Percent,93,93,93,93,93,81.03,81.03,81.03,81.03,81.03,81.03,81.03,81.03,81.03,81.03,81.03,81.03,81.03,81.03,81.03,81.03,81.03,81.03,81.03,81.03,81.03,81.03,81.03,81.03,81.03,81.03,81.03,81.03,
Transformation\Electricity Generation\Processes\Eskom IPP Renewables,Maximum Availability,Updated LMI GHS,Interp,Percent,93,93,93,93,93,81.03,81.03,81.03,81.03,81.03,81.03,81.03,81.03,81.03,81.03,81.03,81.03,81.03,81.03,81.03,81.03,81.03,81.03,81.03,81.03,81.03,81.03,81.03,81.03,81.03,81.03,81.03,81.03,
Transformation\Electricity Generation\Processes\Eskom IPP Renewables,Maximum Availability,Updated Pro Solar,Interp,Percent,93,93,93,93,93,81.03,81.03,81.03,81.03,81.03,81.03,81.03,81.03,81.03,81.03,81.03,81.03,81.03,81.03,81.03,81.03,81.03,81.03,81.03,81.03,81.03,81.03,81.03,81.03,81.03,81.03,81.03,81.03,
Transformation\Electricity Generation\Processes\Eskom IPP Renewables,Maximum Availability,Updated Utility Protection,Interp,Percent,93,93,93,93,93,81.03,81.03,81.03,81.03,81.03,81.03,81.03,81.03,81.03,81.03,81.03,81.03,81.03,81.03,81.03,81.03,81.03,81.03,81.03,81.03,81.03,81.03,81.03,81.03,81.03,81.03,81.03,81.03,
Transformation\Electricity Generation\Processes\Eskom IPP Renewables,Merit Order,Updated BAU GHS,Interp,Merit Order,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
Transformation\Electricity Generation\Processes\Eskom IPP Renewables,Merit Order,Updated LMI GHS,Interp,Merit Order,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
Transformation\Electricity Generation\Processes\Eskom IPP Renewables,Merit Order,Updated Pro Solar,Interp,Merit Order,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
Transformation\Electricity Generation\Processes\Eskom IPP Renewables,Merit Order,Updated Utility Protection,Interp,Merit Order,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
Transformation\Electricity Generation\Processes\Eskom IPP Renewables,Minimum Utilization,Updated BAU GHS,Interp,Percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Transformation\Electricity Generation\Processes\Eskom IPP Renewables,Minimum Utilization,Updated LMI GHS,Interp,Percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Transformation\Electricity Generation\Processes\Eskom IPP Renewables,Minimum Utilization,Updated Pro Solar,Interp,Percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Transformation\Electricity Generation\Processes\Eskom IPP Renewables,Minimum Utilization,Updated Utility Protection,Interp,Percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Transformation\Electricity Generation\Processes\Eskom IPP Renewables,Process Efficiency,Updated BAU GHS,Interp,Percent,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Transformation\Electricity Generation\Processes\Eskom IPP Renewables,Process Efficiency,Updated LMI GHS,Interp,Percent,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Transformation\Electricity Generation\Processes\Eskom IPP Renewables,Process Efficiency,Updated Pro Solar,Interp,Percent,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Transformation\Electricity Generation\Processes\Eskom IPP Renewables,Process Efficiency,Updated Utility Protection,Interp,Percent,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Transformation\Electricity Generation\Processes\Eskom IPP Renewables,Salvage Value,Updated BAU GHS,Interp,U.S. Dollar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Transformation\Electricity Generation\Processes\Eskom IPP Renewables,Salvage Value,Updated LMI GHS,Interp,U.S. Dollar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Transformation\Electricity Generation\Processes\Eskom IPP Renewables,Salvage Value,Updated Pro Solar,Interp,U.S. Dollar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Transformation\Electricity Generation\Processes\Eskom IPP Renewables,Salvage Value,Updated Utility Protection,Interp,U.S. Dollar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Transformation\Electricity Generation\Processes\Eskom IPP Renewables,Stranded Cost,Updated BAU GHS,Interp,U.S. Dollar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Transformation\Electricity Generation\Processes\Eskom IPP Renewables,Stranded Cost,Updated LMI GHS,Interp,U.S. Dollar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Transformation\Electricity Generation\Processes\Eskom IPP Renewables,Stranded Cost,Updated Pro Solar,Interp,U.S. Dollar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Transformation\Electricity Generation\Processes\Eskom IPP Renewables,Stranded Cost,Updated Utility Protection,Interp,U.S. Dollar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Transformation\Electricity Generation\Processes\Eskom IPP Renewables,Variable OM Cost,Updated BAU GHS,Interp,South African Rand,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
Transformation\Electricity Generation\Processes\Eskom IPP Renewables,Variable OM Cost,Updated LMI GHS,Interp,South African Rand,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
Transformation\Electricity Generation\Processes\Eskom IPP Renewables,Variable OM Cost,Updated Pro Solar,Interp,South African Rand,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
Transformation\Electricity Generation\Processes\Eskom IPP Renewables,Variable OM Cost,Updated Utility Protection,Interp,South African Rand,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
Transformation\Electricity Generation\Processes\Eskom IPP Renewables\Feedstock Fuels\Biomass,Feedstock Fuel Share,Updated BAU GHS,Interp,U.S. Dollar,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Transformation\Electricity Generation\Processes\Eskom IPP Renewables\Feedstock Fuels\Biomass,Feedstock Fuel Share,Updated LMI GHS,Interp,U.S. Dollar,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Transformation\Electricity Generation\Processes\Eskom IPP Renewables\Feedstock Fuels\Biomass,Feedstock Fuel Share,Updated Pro Solar,Interp,U.S. Dollar,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Transformation\Electricity Generation\Processes\Eskom IPP Renewables\Feedstock Fuels\Biomass,Feedstock Fuel Share,Updated Utility Protection,Interp,U.S. Dollar,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Transformation\Electricity Generation\Processes\Eskom IPP Renewables\Feedstock Fuels\Biomass,Fuel Cost,Updated BAU GHS,Interp,U.S. Dollar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Transformation\Electricity Generation\Processes\Eskom IPP Renewables\Feedstock Fuels\Biomass,Fuel Cost,Updated LMI GHS,Interp,U.S. Dollar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Transformation\Electricity Generation\Processes\Eskom IPP Renewables\Feedstock Fuels\Biomass,Fuel Cost,Updated Pro Solar,Interp,U.S. Dollar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Transformation\Electricity Generation\Processes\Eskom IPP Renewables\Feedstock Fuels\Biomass,Fuel Cost,Updated Utility Protection,Interp,U.S. Dollar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Transformation\Electricity Generation\Processes\Eskom IPP Solar,Capacity Credit,Updated BAU GHS,Interp,Percent,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Transformation\Electricity Generation\Processes\Eskom IPP Solar,Capacity Credit,Updated LMI GHS,Interp,Percent,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Transformation\Electricity Generation\Processes\Eskom IPP Solar,Capacity Credit,Updated Pro Solar,Interp,Percent,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Transformation\Electricity Generation\Processes\Eskom IPP Solar,Capacity Credit,Updated Utility Protection,Interp,Percent,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Transformation\Electricity Generation\Processes\Eskom IPP Solar,Capital Cost,Updated BAU GHS,Interp,U.S. Dollar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Transformation\Electricity Generation\Processes\Eskom IPP Solar,Capital Cost,Updated LMI GHS,Interp,U.S. Dollar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Transformation\Electricity Generation\Processes\Eskom IPP Solar,Capital Cost,Updated Pro Solar,Interp,U.S. Dollar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Transformation\Electricity Generation\Processes\Eskom IPP Solar,Capital Cost,Updated Utility Protection,Interp,U.S. Dollar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Transformation\Electricity Generation\Processes\Eskom IPP Solar,Dispatch Rule,Updated BAU GHS,Interp,None,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,
Transformation\Electricity Generation\Processes\Eskom IPP Solar,Dispatch Rule,Updated LMI GHS,Interp,None,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,
Transformation\Electricity Generation\Processes\Eskom IPP Solar,Dispatch Rule,Updated Pro Solar,Interp,None,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,
Transformation\Electricity Generation\Processes\Eskom IPP Solar,Dispatch Rule,Updated Utility Protection,Interp,None,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,
Transformation\Electricity Generation\Processes\Eskom IPP Solar,Endogenous Capacity,Updated BAU GHS,Interp,Megawatt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Transformation\Electricity Generation\Processes\Eskom IPP Solar,Endogenous Capacity,Updated LMI GHS,Interp,Megawatt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Transformation\Electricity Generation\Processes\Eskom IPP Solar,Endogenous Capacity,Updated Pro Solar,Interp,Megawatt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Transformation\Electricity Generation\Processes\Eskom IPP Solar,Endogenous Capacity,Updated Utility Protection,Interp,Megawatt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Transformation\Electricity Generation\Processes\Eskom IPP Solar,Exogenous Capacity,Updated BAU GHS,Interp,Megawatt,61.99,71.56,74.95,86.91,85.46,90.82,93.24,93.24,93.24,93.24,93.24,93.24,93.24,93.24,93.24,93.24,93.24,93.24,93.24,93.24,93.24,93.24,93.24,93.24,93.24,93.24,93.24,93.24,93.24,93.24,93.24,93.24,93.24,
Transformation\Electricity Generation\Processes\Eskom IPP Solar,Exogenous Capacity,Updated LMI GHS,Interp,Megawatt,61.99,71.56,74.95,86.91,85.46,90.82,93.24,93.24,93.24,93.24,93.24,93.24,93.24,93.24,93.24,93.24,93.24,93.24,93.24,93.24,93.24,93.24,93.24,93.24,93.24,93.24,93.24,93.24,93.24,93.24,93.24,93.24,93.24,
Transformation\Electricity Generation\Processes\Eskom IPP Solar,Exogenous Capacity,Updated Pro Solar,Interp,Megawatt,61.99,71.56,74.95,86.91,85.46,90.82,93.24,93.24,93.24,93.24,93.24,93.24,93.24,93.24,93.24,93.24,93.24,93.24,93.24,93.24,93.24,93.24,93.24,93.24,93.24,93.24,93.24,93.24,93.24,93.24,93.24,93.24,93.24,
Transformation\Electricity Generation\Processes\Eskom IPP Solar,Exogenous Capacity,Updated Utility Protection,Interp,Megawatt,61.99,71.56,74.95,86.91,85.46,90.82,93.24,93.24,93.24,93.24,93.24,93.24,93.24,93.24,93.24,93.24,93.24,93.24,93.24,93.24,93.24,93.24,93.24,93.24,93.24,93.24,93.24,93.24,93.24,93.24,93.24,93.24,93.24,
Transformation\Electricity Generation\Processes\Eskom IPP Solar,First Simulation Year,Updated BAU GHS,Interp,Years,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,
Transformation\Electricity Generation\Processes\Eskom IPP Solar,First Simulation Year,Updated LMI GHS,Interp,Years,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,
Transformation\Electricity Generation\Processes\Eskom IPP Solar,First Simulation Year,Updated Pro Solar,Interp,Years,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,
Transformation\Electricity Generation\Processes\Eskom IPP Solar,First Simulation Year,Updated Utility Protection,Interp,Years,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,
Transformation\Electricity Generation\Processes\Eskom IPP Solar,Fixed OM Cost,Updated BAU GHS,Interp,South African Rand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
